prob_Credential Access,prob_Defense Evasion,prob_Execution,prob_Initial Access,actual_tactic,predicted_tactic,correct
0.0,0.008887587388835303,0.856286019468483,0.13482639314268147,Execution,Execution,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0008602200873823866,0.027217316416348378,0.017315082276252728,0.9546073812200165,Initial Access,Initial Access,True
0.019376709305488612,0.14742413095782061,0.07598879639430438,0.7572103633423864,Initial Access,Initial Access,True
0.0,0.10884094273784202,0.05207948651772632,0.8390795707444317,Initial Access,Initial Access,True
0.0008602200873823866,0.05325205555289246,0.03433176212010894,0.9115559622396163,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0,0.0019410261308207227,0.9621829434359569,0.03587603043322245,Execution,Execution,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0008602200873823866,0.02655410892777933,0.012969606478552768,0.9596160645062856,Initial Access,Initial Access,True
0.0,0.0038443027939462243,0.9364189881226906,0.05973670908336313,Execution,Execution,True
0.0,0.004940010775965324,0.8589269258915959,0.13613306333243858,Execution,Execution,True
0.0,0.012206492339321782,0.0922073630134644,0.895586144647214,Initial Access,Initial Access,True
0.0,0.011147610196460999,0.1676639630411173,0.8211884267624217,Initial Access,Initial Access,True
0.0,0.014868627845173095,0.1961990667320154,0.7889323054228115,Initial Access,Initial Access,True
0.0,0.010831537229242395,0.1500694481734205,0.8390990145973372,Initial Access,Initial Access,True
0.0,0.002545197939794022,0.028711658148045056,0.9687431439121608,Initial Access,Initial Access,True
0.0,0.004940010775965324,0.8589269258915959,0.13613306333243858,Execution,Execution,True
0.0,0.0038443027939462243,0.9404344304557313,0.0557212667503225,Execution,Execution,True
0.0005962119217457385,0.005076172085818961,0.9391055754431454,0.05522204054928994,Execution,Execution,True
0.0,0.8577076307881707,0.05359013898358772,0.08870223022824135,Defense Evasion,Defense Evasion,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0,0.0055644147236954,0.8596575751175888,0.13477801015871563,Execution,Execution,True
0.52,0.28649161708587545,0.09243670470468902,0.10107167820943554,Credential Access,Credential Access,True
0.0,0.011637152093026081,0.1359691276932184,0.8523937202137556,Initial Access,Initial Access,True
0.0,0.998288365747531,0.00028603942943587535,0.0014255948230331142,Defense Evasion,Defense Evasion,True
0.0,0.008919663392873608,0.10748236014619687,0.8835979764609295,Initial Access,Initial Access,True
0.0,0.014868627845173095,0.1961990667320154,0.7889323054228115,Initial Access,Initial Access,True
0.0,0.977442098280638,0.0025178154963081223,0.020040086223053713,Defense Evasion,Defense Evasion,True
0.0,0.0055644147236954,0.8596575751175888,0.13477801015871563,Execution,Execution,True
0.0,0.9267476769908837,0.017690516869366384,0.05556180613974965,Defense Evasion,Defense Evasion,True
0.0008602200873823866,0.027217316416348378,0.017315082276252728,0.9546073812200165,Initial Access,Initial Access,True
0.0,0.03385710047809283,0.8740464025113205,0.09209649701058648,Execution,Execution,True
0.0,0.0014343793390960088,0.021686716168946275,0.9768789044919578,Initial Access,Initial Access,True
0.0038374684623136996,0.8857882519409227,0.0221842079426139,0.08819007165414952,Defense Evasion,Defense Evasion,True
0.015871271991229757,0.8317857712836723,0.024510336313609125,0.12783262041148874,Defense Evasion,Defense Evasion,True
0.0,0.998288365747531,0.00028603942943587535,0.0014255948230331142,Defense Evasion,Defense Evasion,True
0.0,0.04300238627527365,0.45603140850855167,0.5009662052161746,Execution,Initial Access,False
0.041596362043276096,0.8379429844297781,0.06530998951372141,0.05515066401322469,Defense Evasion,Defense Evasion,True
0.0,0.014868627845173095,0.1961990667320154,0.7889323054228115,Initial Access,Initial Access,True
0.0005962119217457385,0.011677673939290843,0.14603372365125583,0.8416923904877076,Initial Access,Initial Access,True
0.0008602200873823866,0.02913732092762746,0.012538840148078642,0.9574636188369116,Initial Access,Initial Access,True
0.0,0.002545197939794022,0.028711658148045056,0.9687431439121608,Initial Access,Initial Access,True
0.0,0.0055644147236954,0.8596575751175888,0.13477801015871563,Execution,Execution,True
1.0,0.0,0.0,0.0,Credential Access,Credential Access,True
0.0008602200873823866,0.02913732092762746,0.012538840148078642,0.9574636188369116,Initial Access,Initial Access,True
0.0,0.0014343793390960088,0.019091968120685098,0.9794736525402189,Initial Access,Initial Access,True
0.0,0.9958450065650598,0.001732969732212022,0.0024220237027282373,Defense Evasion,Defense Evasion,True
0.008300293554398798,0.8816445877773398,0.0221842079426139,0.0878709107256472,Defense Evasion,Defense Evasion,True
0.0027111586507239187,0.012371517525410458,0.9305326568320286,0.05438466699183708,Execution,Execution,True
0.0,0.00594553126376474,0.09619413007476275,0.8978603386614726,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0,0.0014343793390960088,0.019091968120685098,0.9794736525402189,Initial Access,Initial Access,True
0.0031081563786110778,0.11688905430446034,0.06650220492291042,0.8135005843940182,Initial Access,Initial Access,True
0.0037043683003568162,0.11196247314198232,0.08678587679290001,0.797547281764761,Initial Access,Initial Access,True
0.0028441482129744292,0.708623170257165,0.055390054429477524,0.233142627100383,Defense Evasion,Defense Evasion,True
0.0027111586507239187,0.19307160585397687,0.7514838923143786,0.05273334318092081,Execution,Execution,True
0.0008602200873823866,0.05843219155829052,0.029448408949523462,0.9112591794048037,Initial Access,Initial Access,True
1.0,0.0,0.0,0.0,Credential Access,Credential Access,True
0.0,0.013072205291233137,0.9298759594673518,0.05705183524141492,Execution,Execution,True
0.0,0.012015257513323442,0.15881063137490556,0.829174111111771,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0,0.016546798701607298,0.018164781087158563,0.9652884202112343,Initial Access,Initial Access,True
0.012247936291228691,0.10053619622678565,0.06776714266825047,0.8194487248137352,Initial Access,Initial Access,True
0.0,0.011637152093026081,0.1359691276932184,0.8523937202137556,Initial Access,Initial Access,True
0.0,0.008919663392873608,0.10748236014619687,0.8835979764609295,Initial Access,Initial Access,True
0.0,0.9943915391883107,0.0026190558105526683,0.0029894050011367713,Defense Evasion,Defense Evasion,True
0.0008602200873823866,0.14355974259149865,0.02055747768747025,0.8350225596336487,Initial Access,Initial Access,True
0.0,0.9943915391883107,0.0026190558105526683,0.0029894050011367713,Defense Evasion,Defense Evasion,True
0.0,0.9835712746505041,0.003568754023970654,0.012859971325525158,Defense Evasion,Defense Evasion,True
0.0,0.8451387136126896,0.025697969251967642,0.12916331713534268,Defense Evasion,Defense Evasion,True
0.0,0.9943915391883107,0.0026190558105526683,0.0029894050011367713,Defense Evasion,Defense Evasion,True
0.0,0.008313979427886179,0.11628509721921887,0.8754009233528953,Initial Access,Initial Access,True
0.0008602200873823866,0.14685849716811894,0.05987514863732203,0.7924061341071765,Initial Access,Initial Access,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0,0.9936931244467135,0.0023955135713048916,0.003911361981981592,Defense Evasion,Defense Evasion,True
0.0,0.998288365747531,0.00028603942943587535,0.0014255948230331142,Defense Evasion,Defense Evasion,True
0.0,0.002545197939794022,0.028711658148045056,0.9687431439121608,Initial Access,Initial Access,True
0.0,0.010831537229242395,0.1500694481734205,0.8390990145973372,Initial Access,Initial Access,True
0.021627780393504558,0.2540836416640011,0.07033542311821721,0.6539531548242773,Defense Evasion,Initial Access,False
0.0,0.04300238627527365,0.45603140850855167,0.5009662052161746,Execution,Initial Access,False
0.0005962119217457385,0.04643786138186786,0.5098167124772428,0.4431492142191435,Execution,Execution,True
0.0,0.008313979427886179,0.11628509721921887,0.8754009233528953,Initial Access,Initial Access,True
0.0,0.008919663392873608,0.10748236014619687,0.8835979764609295,Initial Access,Initial Access,True
0.0,0.7884702014772835,0.024597806973021205,0.18693199154969506,Defense Evasion,Defense Evasion,True
0.0,0.0014343793390960088,0.021686716168946275,0.9768789044919578,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0005962119217457385,0.013921957206136345,0.15303749073186926,0.8324443401402487,Initial Access,Initial Access,True
0.0,0.06403171254881015,0.464339909892659,0.47162837755853076,Execution,Initial Access,False
0.0,0.008919663392873608,0.10748236014619687,0.8835979764609295,Initial Access,Initial Access,True
0.0,0.006454889567299605,0.8638286748051691,0.12971643562753113,Execution,Execution,True
0.0005962119217457385,0.015560290810744943,0.194619640653681,0.7892238566138283,Initial Access,Initial Access,True
0.0,0.014632289299074735,0.17556069674065405,0.8098070139602711,Initial Access,Initial Access,True
0.0,0.014632289299074735,0.17556069674065405,0.8098070139602711,Initial Access,Initial Access,True
1.0,0.0,0.0,0.0,Credential Access,Credential Access,True
0.0,0.01579470819084845,0.17368875959307453,0.8105165322160771,Initial Access,Initial Access,True
0.0,0.9943915391883107,0.0026190558105526683,0.0029894050011367713,Defense Evasion,Defense Evasion,True
0.0,0.519863359480744,0.4173733273395831,0.06276331317967264,Defense Evasion,Defense Evasion,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0,0.016546798701607298,0.018164781087158563,0.9652884202112343,Initial Access,Initial Access,True
0.0005962119217457385,0.0076949348628943684,0.9386674785040059,0.0530413747113538,Execution,Execution,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0,0.002545197939794022,0.028711658148045056,0.9687431439121608,Initial Access,Initial Access,True
0.0,0.9774880691266872,0.00330731999598096,0.019204610877332034,Defense Evasion,Defense Evasion,True
0.0,0.016546798701607298,0.018164781087158563,0.9652884202112343,Initial Access,Initial Access,True
0.0,0.013072205291233137,0.9298759594673518,0.05705183524141492,Execution,Execution,True
0.0,0.014801677202675055,0.10429578315739108,0.8809025396399341,Initial Access,Initial Access,True
0.0,0.0038443027939462243,0.9364189881226906,0.05973670908336313,Execution,Execution,True
0.0,0.008724519448837646,0.13910890122132258,0.8521665793298397,Initial Access,Initial Access,True
0.0038374684623136996,0.8857882519409227,0.0221842079426139,0.08819007165414952,Defense Evasion,Defense Evasion,True
0.0,0.0014343793390960088,0.019091968120685098,0.9794736525402189,Initial Access,Initial Access,True
0.0,0.9958450065650598,0.001732969732212022,0.0024220237027282373,Defense Evasion,Defense Evasion,True
0.0005962119217457385,0.005024478898543676,0.9389382258993539,0.055441083280356615,Execution,Execution,True
0.0,0.998288365747531,0.00028603942943587535,0.0014255948230331142,Defense Evasion,Defense Evasion,True
0.0,0.013072205291233137,0.9298759594673518,0.05705183524141492,Execution,Execution,True
0.0005962119217457385,0.016406863961144796,0.19038752048251875,0.7926094036345909,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0005962119217457385,0.011677673939290843,0.14603372365125583,0.8416923904877076,Initial Access,Initial Access,True
0.0,0.0038443027939462243,0.9364189881226906,0.05973670908336313,Execution,Execution,True
0.0,0.008724519448837646,0.13910890122132258,0.8521665793298397,Initial Access,Initial Access,True
0.0,0.014801677202675055,0.10429578315739108,0.8809025396399341,Initial Access,Initial Access,True
0.0,0.9943915391883107,0.0026190558105526683,0.0029894050011367713,Defense Evasion,Defense Evasion,True
0.0,0.977442098280638,0.0025178154963081223,0.020040086223053713,Defense Evasion,Defense Evasion,True
0.0,0.012015257513323442,0.15881063137490556,0.829174111111771,Initial Access,Initial Access,True
0.008780497383742873,0.17360661414264006,0.030460479702475812,0.7871524087711412,Initial Access,Initial Access,True
0.0008602200873823866,0.16421354947624345,0.023362013676914387,0.8115642167594597,Initial Access,Initial Access,True
0.0,0.9774880691266872,0.00330731999598096,0.019204610877332034,Defense Evasion,Defense Evasion,True
0.0,0.9845181172856221,0.013059859011649633,0.0024220237027282373,Defense Evasion,Defense Evasion,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0008602200873823866,0.027217316416348378,0.017315082276252728,0.9546073812200165,Initial Access,Initial Access,True
0.0,0.0014343793390960088,0.021686716168946275,0.9768789044919578,Initial Access,Initial Access,True
1.0,0.0,0.0,0.0,Credential Access,Credential Access,True
0.0008602200873823866,0.0790477720852313,0.02719442892106519,0.8928975789063212,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0,0.977442098280638,0.0025178154963081223,0.020040086223053713,Defense Evasion,Defense Evasion,True
0.0005962119217457385,0.006604448386006111,0.9381053970332772,0.05469394265897077,Execution,Execution,True
0.0,0.016546798701607298,0.018164781087158563,0.9652884202112343,Initial Access,Initial Access,True
0.0,0.015906325209440957,0.11152642418223337,0.872567250608326,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
1.0,0.0,0.0,0.0,Credential Access,Credential Access,True
0.0,0.008313979427886179,0.11628509721921887,0.8754009233528953,Initial Access,Initial Access,True
0.0,0.008313979427886179,0.11628509721921887,0.8754009233528953,Initial Access,Initial Access,True
0.0005962119217457385,0.08573330793844304,0.3425108294257167,0.5711596507140945,Initial Access,Initial Access,True
0.0,0.01114806647963161,0.15865405190168455,0.8301978816186838,Initial Access,Initial Access,True
0.0,0.0019410261308207227,0.9621829434359569,0.03587603043322245,Execution,Execution,True
0.0,0.002545197939794022,0.028711658148045056,0.9687431439121608,Initial Access,Initial Access,True
0.0,0.0038443027939462243,0.9364189881226906,0.05973670908336313,Execution,Execution,True
0.041596362043276096,0.8379429844297781,0.06530998951372141,0.05515066401322469,Defense Evasion,Defense Evasion,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.03308232246824423,0.9140929104387358,0.020002938073151025,0.03282182901986888,Defense Evasion,Defense Evasion,True
0.0005962119217457385,0.013921957206136345,0.15303749073186926,0.8324443401402487,Initial Access,Initial Access,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0,0.006506582754574891,0.8613230889969337,0.13217032824849137,Execution,Execution,True
1.0,0.0,0.0,0.0,Credential Access,Credential Access,True
0.0014564320091281252,0.30135193711945435,0.06844026995354481,0.6287513609178729,Defense Evasion,Initial Access,False
0.0,0.10380275799897964,0.03117595110957745,0.8650212908914429,Initial Access,Initial Access,True
0.0008602200873823866,0.02831699868126316,0.0170430121871106,0.9537797690442439,Initial Access,Initial Access,True
0.0,0.0038443027939462243,0.9364189881226906,0.05973670908336313,Execution,Execution,True
0.0,0.012879925437031559,0.19698169423666217,0.7901383803263063,Initial Access,Initial Access,True
0.0,0.0019410261308207227,0.9631253047551244,0.03493366911405488,Execution,Execution,True
0.0005962119217457385,0.01834930521995856,0.2069888760667655,0.7740656067915304,Initial Access,Initial Access,True
0.0,0.017744603342368666,0.09639843193925962,0.8858569647183717,Initial Access,Initial Access,True
0.0008602200873823866,0.02655410892777933,0.012969606478552768,0.9596160645062856,Initial Access,Initial Access,True
0.0,0.010831537229242395,0.1500694481734205,0.8390990145973372,Initial Access,Initial Access,True
